name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude,keyword,searched_zipcode
Westphalia Community Center,"
6417 Marlboro Pike, Forestville, MD 20747","
new24fitness.net","
(301) 861-4543",,,38.8509444,-79.2062142,basketball classes for kids,22212
Lake Arbor Community Center,"
10100 Lake Arbor Way, Bowie, MD 20721","
pgparks.com","
(301) 333-6561",,,38.8509444,-79.2062142,basketball classes for kids,22212
Kids In Motion Summer Camp LLC,"
7953 A Central Ave, Capitol Heights, MD 20743","
kidsinmotionsummercamp.com","
(786) 991-7629",,,38.8509444,-79.2062142,basketball classes for kids,22212
Peppermill Community Center,"
7953 A Central Ave, Capitol Heights, MD 20743","
kidsinmotionsummercamp.com","
(786) 991-7629",,,38.8509444,-79.2062142,basketball classes for kids,22212
Marvin Gaye Recreation Center,"
15 61st St NE, Washington, DC 20019","
dpr.dc.gov","
(202) 727-5432",,,38.8509444,-79.2062142,basketball classes for kids,22212
District Heights Recreation,"
15 61st St NE, Washington, DC 20019","
dpr.dc.gov","
(202) 727-5432",,,38.8509444,-79.2062142,basketball classes for kids,22212
Puregoaled Basketball Training,"
15 61st St NE, Washington, DC 20019","
dpr.dc.gov","
(202) 727-5432",,,38.8509444,-79.2062142,basketball classes for kids,22212
Rhythm Dribble,"
701 Montgomery St, Laurel, MD 20723","
rhythmdribble.com","
(240) 460-2220",,,38.8509444,-79.2062142,basketball classes for kids,22212
Suitland Community Center,"
5600 Regency Ln, Forestville, MD 20747","
pgparks.com","
(301) 736-3518",,,38.8509444,-79.2062142,basketball classes for kids,22212
Seat Pleasant Activity Center,"
5600 Regency Ln, Forestville, MD 20747","
pgparks.com","
(301) 736-3518",,,38.8509444,-79.2062142,basketball classes for kids,22212
3 The Hard Way Maryland Basketball Training,"
5600 Regency Ln, Forestville, MD 20747","
pgparks.com","
(301) 736-3518",,,38.8509444,-79.2062142,basketball classes for kids,22212
P.G. Thunder Basketball Organization,"
5600 Regency Ln, Forestville, MD 20747","
pgparks.com","
(301) 736-3518",,,38.8509444,-79.2062142,basketball classes for kids,22212
Cedar Heights Community Center,"
5600 Regency Ln, Forestville, MD 20747","
pgparks.com","
(301) 736-3518",,,38.1319444,-81.6379674,basketball classes for kids,22212
North Forestville Community Center,"
5600 Regency Ln, Forestville, MD 20747","
pgparks.com","
(301) 736-3518",,,38.1319444,-81.6379674,basketball classes for kids,22212
Higher Level Basketball,"
5600 Regency Ln, Forestville, MD 20747","
pgparks.com","
(301) 736-3518",,,38.8575844,-79.180971,basketball classes for kids,22212
"Lake Arbor Foundation, Inc.","
1399 Golf Course Dr, Mitchellville, MD 20721","
thelafi.org","
(301) 333-4630",,,38.8575844,-79.180971,basketball classes for kids,22212
Premier Basketball Camp,"
1399 Golf Course Dr, Mitchellville, MD 20721","
thelafi.org","
(301) 333-4630",,,38.8575844,-79.180971,basketball classes for kids,22212
Adventist HealthCare Sports Performance Institute,"
1399 Golf Course Dr, Mitchellville, MD 20721","
thelafi.org","
(301) 333-4630",,,38.8575844,-79.180971,basketball classes for kids,22212
Healthy Baller Rockville,"
1399 Golf Course Dr, Mitchellville, MD 20721","
thelafi.org","
(301) 333-4630",,,38.8575844,-79.180971,basketball classes for kids,22212
Elite Athlete Training Services,"
4980 Boiling Brook Pkwy, Rockville, MD 20852","
eliteathletetraining.com","
(240) 498-9647",,,38.8575844,-79.180971,basketball classes for kids,22212
Playmakers,"
4980 Boiling Brook Pkwy, Rockville, MD 20852","
eliteathletetraining.com","
(240) 498-9647",,,38.8575844,-79.180971,basketball classes for kids,22212
Hoops Basketball Center,"
4980 Boiling Brook Pkwy, Rockville, MD 20852","
eliteathletetraining.com","
(240) 498-9647",,,38.8575844,-79.180971,basketball classes for kids,22212
Money Mar Training,"
319 S West St, Charles Town, WV 25414","
realmmtraining.com","
(304) 671-5550",,,38.8427432,-79.1810245,basketball training for kids,22212
Unique Hoops Basketball Academy,"
319 S West St, Charles Town, WV 25414","
realmmtraining.com","
(304) 671-5550",,,38.8427432,-79.1810245,basketball training for kids,22212
Elias Beacom Basketball LLC,"
3910 Teays Valley Road, Hurricane, WV 25526","
ueniweb.com","
(304) 415-8509",,,38.4483794,-84.257627,basketball training for kids,22212
Hoopology,"
3910 Teays Valley Road, Hurricane, WV 25526","
ueniweb.com","
(304) 415-8509",,,38.4483794,-84.257627,basketball training for kids,22212
Athletic Performance Inc,"
3910 Teays Valley Road, Hurricane, WV 25526","
ueniweb.com","
(304) 415-8509",,,38.4483794,-84.257627,basketball training for kids,22212
DETAIL Mountain State,"
3910 Teays Valley Road, Hurricane, WV 25526","
ueniweb.com","
(304) 415-8509",,,38.4483794,-84.257627,basketball training for kids,22212
AIR KEV LLC,"
3910 Teays Valley Road, Hurricane, WV 25526","
airkev23.com","
(513) 837-1364",,,39.3560004,-86.6245254,basketball training for kids,22212
Sampson Basketball Academy,"
406 4th Ave, Mason, OH 45040","
airkev23.com","
(513) 837-1364",,,39.3560004,-86.6245254,basketball training for kids,22212
Winchester Storm Basketball,"
Facebook Instagram, 2040 Deyerle Ave # 106, Harrisonburg, VA 22801","
ralphsampsonbasketball.com",,,,38.42487,-81.1566759,basketball training for kids,22212
"BREAKAWAY Fitness, Inc","
Facebook Instagram, 2040 Deyerle Ave # 106, Harrisonburg, VA 22801","
ralphsampsonbasketball.com",,,,38.42487,-81.1566759,basketball training for kids,22212
South Hills Youth Basketball League,"
1573 Nottingham Rd, Charleston, WV 25314",,"
(304) 993-9340",,,38.3358035,-84.0045465,basketball training for kids,22212
Foundation Fitness of Cleveland Park,"
1573 Nottingham Rd, Charleston, WV 25314",,"
(304) 993-9340",,,38.3358035,-84.0045465,basketball training for kids,22212
Supreme Game Changers,"
1573 Nottingham Rd, Charleston, WV 25314",,"
(304) 993-9340",,,38.3358035,-84.0045465,basketball training for kids,22212
South Bowie Boys and Girls Club,,"
southbowiesharks.org",,,,38.9243643,-77.3908243,youth basketball league,22212
Prince George's Community College Baseball Field,"
Largo, MD 20774","
pgccowls.com","
(301) 546-0513",,,38.9243643,-77.3908243,youth basketball league,22212
Kettering Largo Mitchellville Boys & Girls Club,,"
klmbgc.com","
(240) 334-7612",,,38.9243643,-77.3908243,youth basketball league,22212
Vienna Youth Inc,"
2915 Hunter Mill Rd, Oakton, VA 22124","
vyi.org",,,,38.88229,-77.8772892,youth basketball league,22212
Springfield South County Youth Club (SYC),"
8704 Morrissette Dr, Springfield, VA 22152","
sycva.com","
(703) 339-3796",,,38.88229,-77.8772892,youth basketball league,22212
Kettering-Largo-Mitchellville Boys & Girls Club,,"
klmbgc.com","
(240) 334-7612",,,38.940229,-77.3810462,youth basketball league,22212
PROV12ION BASKETBALL ACADEMY,"
2600 Prado Ln, Marietta, GA 30066","
prov12ionhoopz.com","
(470) 234-4230",,,38.9393018,-77.3810495,basketball academy for kids,22212
Central Virginia Basketball Academy,"
2600 Prado Ln, Marietta, GA 30066","
prov12ionhoopz.com","
(470) 234-4230",,,38.9393018,-77.3810495,basketball academy for kids,22212
West Texas Basketball Academy,"
2600 Prado Ln, Marietta, GA 30066","
prov12ionhoopz.com","
(470) 234-4230",,,38.9393018,-77.3810495,basketball academy for kids,22212
PROV12ION BASKETBALL ACADEMY,"
2600 Prado Ln, Marietta, GA 30066","
prov12ionhoopz.com","
(470) 234-4230",,,38.9393018,-77.3810495,basketball academy for kids,22212
The Scoring Factory,"
2600 Prado Ln, Marietta, GA 30066","
prov12ionhoopz.com","
(470) 234-4230",,,38.9393018,-77.3810495,basketball academy for kids,22212
Clarke County Youth Basketball,"
11 Best Dr, Pittsburgh, PA 15202","
thescoringfactory.com",,,,38.9393018,-77.3810495,basketball academy for kids,22212
Basketball Court,"
3526 22nd St SE, Washington, DC 20020",,,,,38.9393018,-77.3810495,basketball academy for kids,22212
Prince George's Sports & Learning Complex,"
8001 Sheriff Rd, Landover, MD 20785","
pgparks.com","
(301) 583-2400",,,38.9393018,-77.3810495,basketball camp,22212
Wayne K. Curry Sports and Learning Center,"
8001 Sheriff Rd, Landover, MD 20785","
pgparks.com","
(301) 583-2400",,,38.9393018,-77.3810495,basketball camp,22212
Riverdale Baptist SportsPlex,"
1133 Largo Rd, Upper Marlboro, MD 20774","
rbsathletics.org","
(301) 249-1717",,,38.9393018,-77.3810495,basketball camp,22212
Palmer Park Community Center,"
7720 Barlowe Rd, Hyattsville, MD 20785","
pgparks.com","
(301) 773-5665",,,38.9393018,-77.3810495,basketball camp,22212
Walker Mill Regional Park,"
8840 Walker Mill Rd, District Heights, MD 20747","
pgparks.com","
(301) 699-2400",,,38.9393018,-77.3810495,basketball camp,22212
Bladensburg Community Center,"
4500 57th Ave, Bladensburg, MD 20710","
pgparks.com","
(301) 277-2124",,,38.9393018,-77.3810495,basketball camp,22212
Taylor Tuff Athletics,,"
taylortuffathletics.com","
(240) 375-7814",,,38.9393018,-77.3810495,basketball camp,22212
MergeE,"
619 Hampton Park Blvd Suite H, Capitol Heights, MD 20743","
mergeenterprise.com","
(202) 500-5151",,,38.9393018,-77.3810495,basketball skills training,22212
Coach Al Youth Sports & Fitness,"
619 Hampton Park Blvd Suite H, Capitol Heights, MD 20743","
mergeenterprise.com","
(202) 500-5151",,,38.9393018,-77.3810495,basketball skills training,22212
AU Basketball Skills -Adaptive and Inclusive Sports,"
403 Pembrooke Blvd, Baltimore, MD 21224","
aubasketballskills.com","
(443) 806-8226",,,38.9393018,-77.3810495,basketball skills training,22212
2Devoted Basketball,,"
2devoted.com","
(240) 678-4066",,,38.9393018,-77.3810495,basketball skills training,22212
Pro Skills Basketball - Baltimore,,"
2devoted.com","
(240) 678-4066",,,38.9393018,-77.3810495,basketball skills training,22212
Sideline Prep,,"
2devoted.com","
(240) 678-4066",,,38.9393018,-77.3810495,basketball skills training,22212
APLUS Martial Arts & Athletics,,"
2devoted.com","
(240) 678-4066",,,38.9393018,-77.3810495,basketball skills training,22212
SPDBasketball,"
4206 Lavender Ln, Bowie, MD 20720","
sidelineprep.com","
(703) 582-8772",,,38.9393018,-77.3810495,basketball skills training,22212
Soccer Shots Northwestern Virginia,,"
soccershots.com","
(540) 336-8620",,,38.9393018,-77.3810495,soccer classes for kids,22212
SocRoc,"
44 W 74th St, New York, NY 10023","
socrocnyc.com","
(917) 703-0409",,,38.9393018,-77.3810495,soccer classes for kids,22212
Soccer For Fun,"
44 W 74th St, New York, NY 10023","
socrocnyc.com","
(917) 703-0409",,,38.9393018,-77.3810495,soccer classes for kids,22212
Keith Van Eron Pro Soccer Club,"
44 W 74th St, New York, NY 10023","
socrocnyc.com","
(917) 703-0409",,,38.9393018,-77.3810495,soccer classes for kids,22212
Front Royal Soccer Association,"
44 W 74th St, New York, NY 10023","
socrocnyc.com","
(917) 703-0409",,,38.9393018,-77.3810495,soccer classes for kids,22212
Soccer Stars,"
44 W 74th St, New York, NY 10023","
socrocnyc.com","
(917) 703-0409",,,38.9393018,-77.3810495,soccer classes for kids,22212
West Virginia Soccer,"
300 Washington Patriots Dr, Charles Town, WV 25414","
wvsoccer.com",,,,38.9393018,-77.3810495,soccer classes for kids,22212
Louisa Area Soccer Association,"
300 Washington Patriots Dr, Charles Town, WV 25414","
wvsoccer.com",,,,38.9393018,-77.3810495,soccer classes for kids,22212
Soccer School of Maryland,,,"
(443) 837-5865",,,38.9393018,-77.3810495,soccer classes for kids,22212
Soccer Shots New Castle County,,"
soccershots.com","
(302) 222-6184",,,38.9393018,-77.3810495,soccer classes for kids,22212
Woodland Wonderland Playground,,"
soccershots.com","
(302) 222-6184",,,38.9393018,-77.3810495,soccer classes for kids,22212
Walker Mill Skate Park,"
8001 Walker Mill Rd, Capitol Heights, MD 20743","
pgparks.com",,,,38.9393018,-77.3810495,soccer classes for kids,22212
Soccer Shots Medina/Akron/Canton/Youngstown,,"
soccershots.com","
(330) 802-3480",,,38.9393018,-77.3810495,soccer classes for kids,22212
VS GRAPHICS,,"
soccershots.com","
(330) 802-3480",,,38.9393018,-77.3810495,soccer classes for kids,22212
Soccer Shots Columbus,,"
soccershots.com","
(330) 802-3480",,,38.9393018,-77.3810495,soccer classes for kids,22212
Diamond Soccer,,"
diamondsoccerusa.info","
(856) 404-7908",,,38.9393018,-77.3810495,soccer classes for kids,22212
"Elite Level Soccer, LLC",,"
elitelvlsoccer.com","
(540) 692-9123",,,38.9393018,-77.3810495,soccer classes for kids,22212
Golden Ball Soccer Academy,,"
elitelvlsoccer.com","
(540) 692-9123",,,38.9393018,-77.3810495,soccer classes for kids,22212
NPC FF,,"
elitelvlsoccer.com","
(540) 692-9123",,,38.9393018,-77.3810495,soccer classes for kids,22212
Global Impact Sport,"
10100 Lake Arbor Way, Bowie, MD 20721","
globalimpactsport.com","
(240) 305-2394",,,38.9393018,-77.3810495,youth soccer programs,22212
Bowie FC Soccer,"
2614 Kenhill Dr #113, Bowie, MD 20715","
bowiesoccer.com","
(301) 541-3410",,,38.9393018,-77.3810495,youth soccer programs,22212
Sandy Spring Soccer Club,"
901 Olney Sandy Spring Rd #302, Sandy Spring, MD 20860","
sandyspringsoccer.com","
(301) 613-9065",,,38.9393018,-77.3810495,youth soccer programs,22212
Southern Maryland Youth Organization,"
8210 Marshall Corner Rd, Pomfret, MD 20675","
smyo.org",,,,38.9393018,-77.3810495,youth soccer programs,22212
CVRL - Charles Village Rec League & Youth Soccer Club,"
Beechwood Dr, Baltimore, MD 21215","
charlesvillagerec.org",,,,38.9393018,-77.3810495,youth soccer programs,22212
Future Soccer Club,"
9332 Annapolis Rd #301, Lanham, MD 20706","
futuresoccerclub.org","
(202) 344-5139",,,38.9393018,-77.3810495,soccer academy for kids,22212
The GOAT Farm Soccer Academy,"
17600 Mill Branch Pl, Bowie, MD 20716","
goatfarmsocceracademy.com","
(202) 810-1781",,,38.9393018,-77.3810495,soccer academy for kids,22212
DMV MarksMen Soccer & Mentoring,"
3330 Northview Dr, Bowie, MD 20715","
marksmenelite.com",,,,38.9393018,-77.3810495,soccer academy for kids,22212
Grace Kids Soccer Academy,"
3330 Northview Dr, Bowie, MD 20715","
marksmenelite.com",,,,38.9393018,-77.3810495,soccer academy for kids,22212
Odenton Soccer Academy,"
3330 Northview Dr, Bowie, MD 20715","
marksmenelite.com",,,,38.9393018,-77.3810495,soccer academy for kids,22212
NCA TIGER’S FC,"
2916 Nicholson St, Hyattsville, MD 20782","
pgsatigers-socceracademy.com","
(240) 472-9593",,,38.9393018,-77.3810495,soccer academy for kids,22212
DeMatha Soccer,"
2916 Nicholson St, Hyattsville, MD 20782","
pgsatigers-socceracademy.com","
(240) 472-9593",,,38.9393018,-77.3810495,soccer academy for kids,22212
Shootaz Soccer Academy,"
2916 Nicholson St, Hyattsville, MD 20782","
pgsatigers-socceracademy.com","
(240) 472-9593",,,38.9393018,-77.3810495,soccer academy for kids,22212
Soccer By Rachel,"
13611 Robey Rd, Silver Spring, MD 20904","
shootazsocceracademy.com","
(240) 486-5450",,,38.9393018,-77.3810495,soccer academy for kids,22212
DC Sparks Soccer Academy,"
13611 Robey Rd, Silver Spring, MD 20904","
shootazsocceracademy.com","
(240) 486-5450",,,38.9393018,-77.3810495,soccer academy for kids,22212
Aspen Hill Soccer Club,"
3460 Olney Laytonsville Rd #222, Olney, MD 20832","
aspenhillsoccer.org","
(240) 722-6709",,,38.9393018,-77.3810495,soccer academy for kids,22212
Sergio's Soccer Training,"
6101 Old Dobbin Ln, Columbia, MD 21045","
trainsst.com","
(435) 890-8556",,,38.9393018,-77.3810495,soccer academy for kids,22212
Montgomery Soccer Academy,"
6101 Old Dobbin Ln, Columbia, MD 21045","
trainsst.com","
(435) 890-8556",,,38.9393018,-77.3810495,soccer academy for kids,22212
Denison Cabral Futsal Academy,"
6101 Old Dobbin Ln, Columbia, MD 21045","
trainsst.com","
(435) 890-8556",,,38.9393018,-77.3810495,soccer academy for kids,22212
Grassroots Soccer Academy,"
6101 Old Dobbin Ln, Columbia, MD 21045","
trainsst.com","
(435) 890-8556",,,38.9393018,-77.3810495,soccer academy for kids,22212
Touch Kings FC Soccer Club,"
6101 Old Dobbin Ln, Columbia, MD 21045","
trainsst.com","
(435) 890-8556",,,38.9393018,-77.3810495,soccer academy for kids,22212
